HD 175607|HIP 93373|TIC 382073690|Gaia DR2 6434759761383343744
TIC 308172249|Gaia DR2 4596481632339898240|WASP-135
Gaia DR2 2053552270863859712|Kepler-758|TIC 137968594
Gaia DR2 2099541715513813504|Kepler-454|TIC 121276638
HD 95872|TIC 52198580|Gaia DR2 3537576785745979904
TIC 441804565|Gaia DR2 1651268763281885952|HIP 86620|psi1 Dra B|HD 162004
HIP 80824|TIC 413948621|Wolf 1061|Gaia DR2 4330690742322011520
TIC 138888805|KIC 3558849|Gaia DR2 2052136821446989568
TIC 123449386|Gaia DR2 2105414310196331264|KOI-7892
Gaia DR2 2101796092309354624
TIC 158489091|KIC 10525077|Gaia DR2 2131059594280288128
Gaia DR2 3311804515502788352|K2-25|TIC 434226736
HIP 23884|TIC 69528586|Gaia DR2 3421680597955802624|HD 32963
HIP 24275|Gaia DR2 2986593268342544768|HD 33844|TIC 169534187
Gaia DR2 3425691139632545152|TIC 83181153|K2-26
TIC 293435336|Gaia DR2 2512326349403275520|WASP-76
Gaia DR2 1737061349198867456|TIC 459730973|WASP-90
HD 5583|Gaia DR2 363012289421389056|TIC 53848538
Gaia DR2 3924009634910406912|TIC 82604982|BD+15 2375
HIP 77838|Gaia DR2 1646538011423566464|TIC 272783172|HD 143105
Gaia DR2 1894962115280642688|HIP 109600|TIC 27864699
Gaia DR2 287622247440034688|TIC 286954708|HIP 25883|HD 35759
Gaia DR2 2230429435107258752|TIC 316470945|HIP 109384
Gaia DR2 1997273733835247616|TIC 251866143|HD 220842|HIP 115714
HD 12484|Gaia DR2 2517585927699042944|TIC 419940916|HIP 9519
TIC 165454978|Gaia DR2 1553084230347385344|HIP 65407
Gaia DR2 1398218223733415552|HD 141399|HIP 77301|TIC 156067565
KELT-4 A|Gaia DR2 727624020367528576
TIC 231019255|Gaia DR2 4912062772547406976|HD 11343|HIP 8541
HIP 74890|TIC 148153804|HD 135760|Gaia DR2 6004107513791584512
Gaia DR2 5560886336446650240|KELT-14|TIC 134537478
Gaia DR2 5489780919480009472|TIC 268644785|KELT-15
OGLE-2015-BLG-0966|OGLE-2015-BLG-0966L
TIC 56399553|Gaia DR2 150054788545735424|K2-29
HATS-17|Gaia DR2 6127982342061605120|TIC 73717937
MOA-2011-BLG-028L|MOA-2011-BLG-028
TYC 3667-1280-1|TIC 312545949|Gaia DR2 424427538624760576
Gaia DR2 61607255708760960|TIC 26017005|K2-30
KELT-10|Gaia DR2 6710517793025165696|TIC 269217040
OGLE-2012-BLG-0724L|OGLE-2012-BLG-0724
TRAPPIST-1|Gaia DR2 2635476908753563008|TIC 278892590
K2-34|TIC 178217113|Gaia DR2 665757593450097920
Gaia DR2 4672607178880426624|TIC 388104525|WASP-119
Gaia DR2 6614751532833886464|TIC 97409519|WASP-124
WASP-126|Gaia DR2 4666498154837086208|TIC 25155310
WASP-129|Gaia DR2 5380888758195682944|TIC 61538902
WASP-133|TIC 92449173|Gaia DR2 6778662809294560896
TIC 171510762|Gaia DR2 2075377679763353984|Kepler-539
HD 191806|HIP 99306|Gaia DR2 2088526979830768512|TIC 294684871
Gaia DR2 1889143121789650176|HIP 111928|TIC 115779095|HD 214823
HIP 116221|HD 221585|Gaia DR2 2016655237613545728|TIC 270730826
Kepler-1647|TIC 170344769|Gaia DR2 2073793420945053824
MOA-2013-BLG-605L|MOA-2013-BLG-605
WASP-120|Gaia DR2 4837286842167819776|TIC 152476657
TIC 31858843|WASP-123|Gaia DR2 6756148659453907200
Gaia DR2 6287125101007614080|TIC 437333618|HATS-25
HATS-26|TIC 315002523|Gaia DR2 5656896924435896832
HATS-27|TIC 248111245|Gaia DR2 6134228079203074176
TIC 6663331|HATS-28|Gaia DR2 6661242835829891584
Gaia DR2 6638230431120193280|HATS-29|TIC 201604954
TIC 281459670|HATS-30|Gaia DR2 4906145613282734208
Kepler-502|TIC 159578156|Gaia DR2 2126099078855696256
WASP-121|TIC 22529346|Gaia DR2 5565050255701441664
MOA-2010-BLG-353|MOA-2010-BLG-353L
V830 Tau|Gaia DR2 147831571737487488|TIC 268397995
Gaia DR2 6858088299469303168|HATS-15|TIC 271898990
Gaia DR2 2327000400367097984|HATS-16|TIC 77044471
Gaia DR2 3630269399833507200|WASP-157|TIC 179012583
K2-38|TIC 12666215|Gaia DR2 6237129658760381056
Gaia DR2 600698184764497664|TIC 366443426|HIP 41378
Gaia DR2 604909657895767680|NGC 2682 YBP 401|TIC 437038987
TIC 310003988|WASP-113|Gaia DR2 1587399232335653760
Gaia DR2 2726339892542980864|TIC 466390120|WASP-114
OGLE-2015-BLG-0954|OGLE-2015-BLG-0954L
HIP 84460|GJ 3998|Gaia DR2 4540061704988054400|TIC 459558974
TIC 26123781|BD+20 594|Gaia DR2 58200934326315136
Kepler-760|TIC 158494681|Gaia DR2 2106043093408840960
TIC 268924604|Gaia DR2 2075978592919858432|KIC 7917485
HD 87646|TIC 27064335|Gaia DR2 623313901995781632|HIP 49522 A
TIC 388857263|HIP 70890|Gaia DR2 5853498713160606720|Proxima Cen
TIC 195193025|K2-95|Gaia DR2 659744295638254336
TIC 318707987|HIP 2736|Gaia DR2 2554032474712538880|HD 3167
Gaia DR2 6224633983987510528|TIC 440955228|HIP 73674 A|HD 133131 A
Gaia DR2 6224633983987511552|TIC 440955225|HIP 73674 B|HD 133131 B
HR 2562|Gaia DR2 5480006192386819456|TIC 167656187|HIP 32775|HD 50571
TIC 271046092|Kepler-266|Gaia DR2 2078328287926130304
TIC 6893917|Gaia DR2 651935220461650560|KELT-17
TIC 162689341|Gaia DR2 1424011082893734272|WASP-92
Gaia DR2 415703635408772480|WASP-93|TIC 240681314
TIC 380907135|WASP-118|Gaia DR2 2562569564026683520
Gaia DR2 3679242575447826432|HIP 62875|TIC 53304943|HD 111998
HAT-P-65|TIC 283419843|Gaia DR2 1757302881526250496
TIC 137881699|HAT-P-66|Gaia DR2 852608874351434752
OGLE-2007-BLG-349L A|OGLE-2007-BLG-349 A
HATS-11|Gaia DR2 6771149120491232768|TIC 11439959
TIC 11270200|Gaia DR2 4083840142695803520|HATS-12
OGLE-2015-BLG-0051L|OGLE-2015-BLG-0051
Gaia DR2 2077617930392844800|TIC 138430034|Kepler-56
HIP 29432|HD 42618|Gaia DR2 3319126988068404096|TIC 153289168
HATS-18|Gaia DR2 3483636295772522880|TIC 14614418
OGLE-2012-BLG-0950L|OGLE-2012-BLG-0950
OGLE-2014-BLG-1760|OGLE-2014-BLG-1760L
Gaia DR2 5044029491007060608|HIP 6993|HD 9174|TIC 439501096
Kepler-761|Gaia DR2 2126870661139070080|TIC 159442087
HIP 39589|HD 68402|TIC 272546396|Gaia DR2 5214002100193281920
HIP 42098|Gaia DR2 5722585739105853184|HD 72892|TIC 405344271
TIC 1056530200|Gaia DR2 6223838830917236224|HIP 71481|HD 128356
TIC 211080657|Gaia DR2 6024733935303422208|HD 147873|HIP 80486
TIC 408229533|Gaia DR2 4050284898932499072|HD 165155|HIP 88650
Gaia DR2 6488009143872441216|TIC 280803137|HIP 118228|HD 224538
Gaia DR2 1986772848034988544|2MASS J22362452+4751425|TIC 200532605
TIC 119147875|GJ 536|HD 122303|HIP 68469|Gaia DR2 3657653114880309248
TIC 243200602|Gaia DR2 6112606840179716096|WASP-130
TIC 271168962|Gaia DR2 6173451477191225984|WASP-131
WASP-132|TIC 127530399|Gaia DR2 6099012478412247296
Gaia DR2 4851398799032507776|TIC 159951311|WASP-139
Gaia DR2 5094154336330994688|TIC 178284730|WASP-140
WASP-141|Gaia DR2 2980392087185289216|TIC 117979897
WASP-142|Gaia DR2 5674618444832114304|TIC 423275733
HATS-31|Gaia DR2 3498553232585634816|TIC 9385460
Gaia DR2 2398227794405981568|TIC 204317710|HATS-32
Gaia DR2 6640975950310072960|TIC 360742636|HATS-33
HATS-34|TIC 355703913|Gaia DR2 4904523077718046720
Kepler-418|Gaia DR2 2052117923590073600|TIC 377871791
HATS-35|Gaia DR2 6441034841743467776|TIC 339522221
Gaia DR2 5673523262530712832|HD 86950|TIC 332711151|HIP 49129
TIC 325178933|HIP 116630|HD 222076|Gaia DR2 6386468454774591744
TIC 169226822|WASP-127|Gaia DR2 3778075717162985600
Gaia DR2 2441013811932929280|WASP-136|TIC 176220787
TIC 35857242|Gaia DR2 2498515516990171392|WASP-138
TIC 175265494|Gaia DR2 661004400386393984|K2-101
TIC 175262071|K2-102|Gaia DR2 661310756111835392
Gaia DR2 658607950370340608|EPIC 211822797|TIC 337632006
OGLE-2014-BLG-0676L|OGLE-2014-BLG-0676
Gaia DR2 1114308481600798336|XO-6|TIC 138168780
TIC 266015990|EPIC 220674823|Gaia DR2 2582617711154563968
K2-107|TIC 414843476|Gaia DR2 4081684580199958528
Gaia DR2 5136559128264765184|TIC 268766053|WASP-53
TIC 399402994|Gaia DR2 4244243354278985472|WASP-81
TIC 435907158|Gaia DR2 47316005432912256|TAP 26
TIC 236445129|Gaia DR2 1864885215233116032|KELT-16
TIC 56815340|Gaia DR2 3698307419878650240|HD 106315
TIC 77490014|Gaia DR2 129321160344480512|HD 17674|HIP 13291
TIC 97724459|HIP 29242|HD 42012|Gaia DR2 3452333199728743936
Gaia DR2 471536354830504448|HIP 21571|TIC 458350670|HD 29021
HATS-22|TIC 14661418|Gaia DR2 3483606402800185728
TIC 63210391|Gaia DR2 2125972321478224896|Kepler-474
HATS-23|TIC 7088246|Gaia DR2 6657994706683397504
HATS-24|Gaia DR2 5911182735242698496|TIC 380589029
TIC 437039060|Gaia DR2 604911375882674560|NGC 2682 Sand 978
GJ 3138|HIP 10037|TIC 632528291|Gaia DR2 5144740907820131840
Gaia DR2 3187115498866675456|TIC 43605290|GJ 3323
GJ 273|HIP 36208|TIC 318686860
Gaia DR2 2052074389802779904|TIC 138568968|Kepler-768
TIC 198588220|Gaia DR2 1358614983131339392|HAT-P-67
TIC 121598758|Gaia DR2 2102063136195478656|Kepler-150
Gaia DR2 2878641361300809856|TIC 291751373|Qatar-3
Gaia DR2 385697172809355392|Qatar-4|TIC 440113053
TIC 190998418|Qatar-5|Gaia DR2 382111248777193216
LHS 1140|Gaia DR2 2371032916186181760|TIC 92226327
Gaia DR2 6114034246789494528|TIC 166526615|HD 120457|HIP 67537
Gaia DR2 1612165353793791488|TIC 293687315|KELT-18
TIC 116242971|Gaia DR2 4608935250790855296|KELT-12
HIP 52733|KELT-11|HD 93396|Gaia DR2 3761497761876022400|TIC 55092869
OGLE-2016-BLG-1195L|OGLE-2016-BLG-1195
MOA-2016-BLG-227L|MOA-2016-BLG-227
HIP 101252|KELT-9|Gaia DR2 2064327278651198336|HD 195689|TIC 16740101
BD+03 2562|Gaia DR2 3895649725336884736|TIC 366659915
TIC 254147274|HD 177565|Gaia DR2 6718894388002453120|HIP 93858
MOA-2012-BLG-505L|MOA-2012-BLG-505
TIC 13105061|Gaia DR2 2207199228316679808|TYC 4282-00605-1
HD 116434|HIP 65426|TIC 438702139|Gaia DR2 6070080754075553792
Gaia DR2 6154982877299042944|WASP-167|TIC 104024556
TIC 376939759|Gaia DR2 2564787622577189760|K2-113
MXB 1658-298
Gaia DR2 2452378776434276992|HD 10700|TIC 419015728|HIP 8102|tau Cet
Gaia DR2 6386751579018596864|WASP-91|TIC 238176110
Gaia DR2 4917441922731087488|WASP-105|TIC 158623531
Gaia DR2 3578638842054261248|TIC 429302040|WASP-107
Gaia DR2 2358524597030794112|HIP 5643|YZ Cet|TIC 439403362
MOA-2012-BLG-006L|MOA-2012-BLG-006
TIC 220323515|CoRoTID 223977153|Gaia DR2 3326541506073371776
OGLE-2016-BLG-0263L|OGLE-2016-BLG-0263
HIP 80459|Gaia DR2 1428427236986209024|TIC 207492082|GJ 625
TIC 423862056|Gaia DR2 1779772947826839808|HD 208897|HIP 108513
TIC 458686847|Gaia DR2 597829077890316928|K2-117
Gaia DR2 609814922864694400|K2-118|TIC 293496724
Gaia DR2 3606324613561098368|K2-125|TIC 405673618
TIC 677945|K2-128|Gaia DR2 3618386664139093504
TIC 2468648|Gaia DR2 6769308026926349056|K2-129
Gaia DR2 4083382672829717504|K2-130|TIC 12181371
Gaia DR2 3580920878437938688|K2-131|TIC 176868951
TIC 152852327|K2-132|Gaia DR2 3582339626395387264
TIC 150096001|K2-133|Gaia DR2 148080473682357376
Gaia DR2 2657135741633337088|WASP-151|TIC 262662119
Gaia DR2 2110106372987465216|TIC 157586003|WASP-153
TIC 270380593|Gaia DR2 2514360548993901312|WASP-156
OGLE-2013-BLG-0132L|OGLE-2013-BLG-0132
OGLE-2013-BLG-1721|OGLE-2013-BLG-1721L
HD 201585|HIP 104513|TIC 354619337|MASCARA-1|Gaia DR2 1744911763437512064
HIP 115752|TIC 301289516|GJ 9827|Gaia DR2 2643842302456085888
Gaia DR2 2033123654092592384|HIP 96618|TIC 69679391|HD 185603|KELT-20
Gaia DR2 4821739369794767744|TIC 192826603|NGTS-1
TIC 18310799|Gaia DR2 145916050683920128|K2-136
Gaia DR2 3583729340372873344|K2-137|TIC 98720702
Gaia DR2 3796072592206250624|Ross 128|TIC 325275315|HIP 57548
Gaia DR2 5224124307320401024|HIP 43803|HD 76920|TIC 302372658
TIC 71099944|HD 40956|Gaia DR2 1008018211509401728|HIP 28951
Gaia DR2 3955257343054729984|HIP 62653|TIC 954124944|HD 111591
Gaia DR2 1460876573902016768|TIC 328997091|HD 113996|HIP 64022
OGLE-2016-BLG-1190|OGLE-2016-BLG-1190L
OGLE-2016-BLG-0613 AB|OGLE-2016-BLG-0613L AB
Gaia DR2 4084602654011029376|K2-139|TIC 11023038
Gaia DR2 2076328963475704576|TIC 184296619|Kepler-80
Gaia DR2 2132193431285570304|KOI-351|TIC 267667295
Gaia DR2 4199396753205879040|HD 176986|TIC 39554091|HIP 93540
TIC 162494287|GJ 3942|Gaia DR2 1428030622526979968|HIP 79126
TIC 271968263|Gaia DR2 2079563829758338432|Kepler-500
TIC 122297877|Gaia DR2 2101854881822529024|Kepler-269
PSR J2322-2650
TIC 380255458|Gaia DR2 3579426053724051584|K2-140
Gaia DR2 1642641410934267008|HIP 79755|HD 147379|TIC 230073581
Gaia DR2 6850309426503755520|TIC 301031110|HATS-50
TIC 53458803|Gaia DR2 5608644895310998272|HATS-51
HATS-52|Gaia DR2 5631530950664938240|TIC 19684256
HATS-53|Gaia DR2 3465357945752055040|TIC 157266693
K2-138|Gaia DR2 2413596935442139520|TIC 4610830
Kepler-775|TIC 137211068|Gaia DR2 2101711155037463040
Gaia DR2 3142847477107193344|KELT-19 A|TIC 425206121
K2-141|TIC 301235044|Gaia DR2 2643952940813536768
TIC 359558085|Gaia DR2 2154807121292791040|HIP 91388|HD 238914
TYC 3318-01333-1|TIC 116376087|Gaia DR2 439327810962983424
TIC 302070274|HIP 12684|Gaia DR2 438444868763388800|BD+48 740
K2-147|Gaia DR2 6764974194470777600|TIC 398275886
Gaia DR2 2536443724641751808|TIC 423358488|K2-148
TIC 121114760|Gaia DR2 2102410719308323584|Kepler-776
TIC 429035886|Gaia DR2 2557342829345854208|K2-149
Gaia DR2 2579495171146737280|TIC 376879419|K2-150
K2-152|Gaia DR2 3596508242468505216|TIC 56754291
K2-153|Gaia DR2 3700937760929835648|TIC 397056271
K2-154|TIC 175371068|Gaia DR2 3683121446312149504
Gaia DR2 145333927996558976|K2-155|TIC 17307715
TIC 203189770|Gaia DR2 2054523105274216704|HD 332124|KELT-21
Gaia DR2 3419143444811862912|TIC 69530840|TCP J05074264+2447555
TIC 123417316|Kepler-1654|Gaia DR2 2105415302330571008
UKIRT-2017-BLG-001L
OGLE-2017-BLG-0173L|OGLE-2017-BLG-0173
MOA-2010-BLG-117L|MOA-2010-BLG-117
Gaia DR2 3406687485600728192|HD 286123|TIC 68577662|K2-232
TIC 130538732|Gaia DR2 4184182737768311296|K2-231
HATS-39|TIC 112604564|Gaia DR2 5605481703444311040
TIC 172598832|HATS-40|Gaia DR2 2894378838731535872
Gaia DR2 2919151080524391552|TIC 53750200|HATS-41
Gaia DR2 5603100779728361088|TIC 98283926|HATS-42
OGLE-2017-BLG-1522L|OGLE-2017-BLG-1522
Gaia DR2 1709691004385812864|TIC 288268410|HIP 84769|HD 158996
KPS-1|TIC 99834717|Gaia DR2 1055895483267019392
Gaia DR2 6253186686054822784|K2-233|TIC 428820090
OGLE-2017-BLG-0373L|OGLE-2017-BLG-0373
gam Lib|HIP 76333|TIC 386935627|HD 138905|Gaia DR2 6265374394490149248
HD 127243|HIP 70791|Gaia DR2 1603662211901473408|TIC 441712711|24 Boo
OGLE-2017-BLG-1434L|OGLE-2017-BLG-1434
TIC 78055054|Gaia DR2 2905983466705521792|HATS-43
Gaia DR2 2907577758566408960|HATS-44|TIC 32499655
Gaia DR2 2926039005480063616|HATS-45|TIC 4616072
HATS-46|TIC 281541555|Gaia DR2 4919771654727611008
TIC 220029715|Gaia DR2 6288858347945925504|HATS-7
Gaia DR2 2951804033248308480|HIP 31674|HD 47366|TIC 443578538
NGTS-3 A|Gaia DR2 2885350546895266432|TIC 124778445
HIP 50496|HD 89345|TIC 350020859|Gaia DR2 3877070590167177344
OGLE-2017-BLG-1140L|OGLE-2017-BLG-1140
Gaia DR2 3857872051994269824|K2-239|TIC 374339566
Gaia DR2 6257625719430982016|TIC 432247315|K2-240
OGLE-2017-BLG-0482L|OGLE-2017-BLG-0482
Gaia DR2 6032746832450438400|TIC 16288184|K2-237
Gaia DR2 2631270757088861312|TIC 404243877|K2-238
OGLE-2014-BLG-1722|OGLE-2014-BLG-1722L
TIC 28230919|Gaia DR2 2086512227851023872|HIP 97657|HAT-P-11
TIC 152805642|Gaia DR2 3594882751966012160|K2-241
K2-242|Gaia DR2 3595647565382917120|TIC 152701771
K2-243|Gaia DR2 3597570989175080576|TIC 96199085
Gaia DR2 3694743765254445312|TIC 147677253|K2-245
K2-246|Gaia DR2 3697828548204889344|TIC 56721373
K2-247|TIC 110999033|Gaia DR2 3578596339057980160
Gaia DR2 3582057258065666816|TIC 176869982|K2-248
Gaia DR2 3582098107498270208|K2-249|TIC 176910179
TIC 98591691|K2-250|Gaia DR2 3582706794559052160
Gaia DR2 3675248118423392256|K2-251|TIC 156584871
Gaia DR2 3582392123779246336|TIC 152868838|K2-252
K2-253|TIC 98669309|Gaia DR2 3584368019189709952
K2-254|Gaia DR2 3596876269626641664|TIC 147683165
TIC 51664268|K2-255|Gaia DR2 3682825883842696832
Gaia DR2 3695235654973028736|K2-257|TIC 130640162
K2-258|Gaia DR2 3695568295896473856|TIC 130634730
Gaia DR2 5949553973093167104|TIC 214416505|IC 4651 9122
Kepler-128|Gaia DR2 2105318412166111232|TIC 123490545
Gaia DR2 3394923127797114496|K2-260|TIC 293612446
Gaia DR2 3807826337147474176|TIC 281731203|K2-261
Gaia DR2 6139403450370668800|TIC 102192004|WASP-174
TIC 187278212|Gaia DR2 3620325206217720320|HIP 67285|Wolf 503
K2-264|Gaia DR2 661167785238757376|TIC 184914317
TIC 22598327|Gaia DR2 5565208310497615232|HD 55696|HIP 34801
Gaia DR2 3977050728669174912|HIP 55486 A|HD 98736|TIC 3819571
Gaia DR2 4459907547841472128|TIC 323319664|HD 148164|HIP 80484
HIP 110094|TIC 336634601|HD 211810|Gaia DR2 2201556328489610752
Gaia DR2 6220602384081327104|TIC 125739286|NGTS-2
Gaia DR2 3393939026234131584|EPIC 246851721|TIC 411839167
Gaia DR2 3855246074629979264|TIC 374180079|K2-266
WASP-144|Gaia DR2 6582435924022652672|TIC 207077681
Gaia DR2 6458529931463278848|TIC 381856447|WASP-145 A
TIC 37718056|Gaia DR2 2424621502311961344|WASP-158
TIC 77156657|Gaia DR2 4864759888238232320|WASP-159
WASP-162|Gaia DR2 3558354604869150208|TIC 308098254
TIC 232038798|WASP-168|Gaia DR2 5555500000779464448
Gaia DR2 6086712585429729536|TIC 453789494|WASP-172
Gaia DR2 2323985539482908416|WASP-173 A|TIC 77031414
OGLE-2011-BLG-0173|OGLE-2011-BLG-0173L
Gaia DR2 2340919358581488768|WASP-147|TIC 114749636
WASP-160 B|Gaia DR2 2910755484609597312|TIC 32949762
WASP-164|Gaia DR2 6491038642006989056|TIC 237320326
WASP-165|TIC 228381868|Gaia DR2 2415410962124813056
OGLE-2013-BLG-1761L|OGLE-2013-BLG-1761
HIP 11048|TIC 409527090|Gaia DR2 354077348697687424|GJ 96
KMT-2016-BLG-1820L|KMT-2016-BLG-1820
KMT-2016-BLG-2142|KMT-2016-BLG-2142L
TIC 123497954|Gaia DR2 2105358166383528192|Kepler-777
MOA-2015-BLG-337L|MOA-2015-BLG-337
KMT-2016-BLG-1397L|KMT-2016-BLG-1397
TIC 5882269|K2-284|Gaia DR2 3413793491812093824
MOA-2016-BLG-319L|MOA-2016-BLG-319
MOA-2011-BLG-291L|MOA-2011-BLG-291
TIC 158484518|Gaia DR2 2106046632461881856|Kepler-778
TIC 437261733|HATS-59|Gaia DR2 3538256769264276480
GJ 3779|Gaia DR2 1446540213584440704|TIC 459826435
GJ 1265|TIC 471012766|Gaia DR2 6825822095663585536
TIC 280420719|Gaia DR2 3107471240236703104|CoRoT-21
HIP 9960|TIC 72638232|Gaia DR2 5121479777262042112|HD 13167
HD 14787|Gaia DR2 24570756281835392|HIP 11130|TIC 380966347
TIC 36883072|Gaia DR2 5173468908975401856|HD 18015|HIP 13467
HD 72490|Gaia DR2 603329694046441472|HIP 41997|TIC 20537900
HIP 53545|HD 94834|Gaia DR2 3995918691799173248|TIC 138764379
HIP 94465|TIC 29898060|Gaia DR2 2050321081068398720|HD 180053
Gaia DR2 2376225982619175424|HIP 3975|HD 4917|TIC 77481104
WASP-161|Gaia DR2 5751177095877066496|TIC 50712784
Gaia DR2 4334991786994866304|WASP-163|TIC 145368316
WASP-170|Gaia DR2 5656184406542140032|TIC 118956453
K2-285|TIC 262715204|Gaia DR2 2657374606238804992
TIC 297373047|Gaia DR2 6264513270727342080|K2-286
Gaia DR2 6239702034929248512|TIC 73848324|K2-287
Gaia DR2 44838019756570112|TIC 640381384|K2-288 B
Gaia DR2 2596986648798061952|TIC 145750719|HATS-60
HATS-61|Gaia DR2 4890849134501995392|TIC 44745133
Gaia DR2 6806639397331208320|HATS-62|TIC 336732544
Gaia DR2 4891362198412001408|TIC 178879588|HATS-63
Gaia DR2 5632704511826797824|HATS-64|TIC 189625051
TIC 169504920|HATS-65|Gaia DR2 6766134630213144704
TIC 52689469|HATS-66|Gaia DR2 5582647836223843840
TIC 272212970|Gaia DR2 6144060260072337024|HATS-67
TIC 322307342|Gaia DR2 4904279261014267648|HATS-68
Gaia DR2 6445881974332225536|HATS-69|TIC 467971286
HIP 105056|TIC 25346878|HD 202696|Gaia DR2 1847742385838236416
K2-290|Gaia DR2 6253844468882760832|TIC 70803960
Gaia DR2 2105915343901864832|TIC 352012126|Kepler-779
TIC 27039476|HD 285181|Gaia DR2 3409148746676599168|K2-291
GJ 4276|TIC 428238233|Gaia DR2 2200501793758177152
Gaia DR2 6385548541499112448|LHS 3844|TIC 410153553
Gaia DR2 6790773586275235200|HD 202772 A
Gaia DR2 3616931735377523712|HD 119130|K2-292|TIC 743941
TIC 98545929|Gaia DR2 5605119586158973440|HATS-70
Kepler-499|Gaia DR2 2078125359313871488|TIC 271430916
GJ 143|TIC 279741379|HIP 16069|Gaia DR2 4673947174316727040|HD 21749
Gaia DR2 4674216245427964416|HIP 17264|TIC 425997655|HD 23472
KMT-2016-BLG-1107L|KMT-2016-BLG-1107
TIC 266980320|HD 219666|Gaia DR2 6492940453524576128
TIC 394137592|HD 1397|HIP 1419|Gaia DR2 4707634458245031552
HD 95735|TIC 166646191|HIP 54035|GJ 411
TIC 116156517|WASP-190|Gaia DR2 4994237247949280000
Gaia DR2 823228721066990720|TIC 252470070|Gl 378|HIP 49189
TIC 179413040|Gaia DR2 6110141563309613056|PDS 70
TIC 123417308|Gaia DR2 2105415306628609024|Kepler-270
KMT-2017-BLG-1038L|KMT-2017-BLG-1038
KMT-2017-BLG-1146|KMT-2017-BLG-1146L
Gaia DR2 4550763526539955712|TIC 230241767|HIP 86287|Gl 686
TIC 291685334|Gaia DR2 2878923523472328704|Qatar-7
Gaia DR2 6801474136516893184|TIC 29857954|TOI-172
Gaia DR2 2632493590110613760|TIC 49679172|K2-293
TIC 49709169|K2-294|Gaia DR2 2438623297559630592
HIP 86087|TIC 219780306|GJ 685|Gaia DR2 1439069444391326208
Gaia DR2 4201307051566729984|TIC 3409107|HD 181234|HIP 95015
HIP 18527|TIC 178249461|Gaia DR2 5094032153102626688|HD 25015
TIC 441462736|HIP 116158|Gaia DR2 2388463203438164096|HD 221416
WASP-177|TIC 439842788|Gaia DR2 2677447294810845824
WASP-181|Gaia DR2 2512413932376364288|TIC 293457754
TIC 14344979|WASP-183|Gaia DR2 3803004978659671040
Gaia DR2 1076515002779544960|TIC 103751498|Qatar-8
Gaia DR2 2117396336940399616|TIC 123362050|Kepler-780
Gaia DR2 1048109222955337600|TIC 149918151|Qatar-9
Gaia DR2 2262322556576778752|TIC 229791084|Qatar-10
Gaia DR2 4664811297844004352|TOI-216|TIC 55652896
HIP 116250|HD 221420|TIC 277890728|Gaia DR2 6353376831270492800
Gaia DR2 1159042833731813760|TIC 368739874|NGTS-5
TIC 278523703|Gaia DR2 6570039342736534784|HIP 109381|HD 210193
TIC 231704229|HD 211970|Gaia DR2 6508401923473282432|HIP 110443
HD 39855|Gaia DR2 2966316109264052096|TIC 160301040|HIP 27922 A
HIP 35173|Gaia DR2 3059948148669499008|TIC 50992589
Gaia DR2 2105343799713595904|TIC 164414655|Kepler-271
TIC 78290210|Gaia DR2 3794501355731126016|HIP 57735|HD 102843
HIP 58374|TIC 428657118|HD 103949|Gaia DR2 3492633633781166336
Gaia DR2 6561908626047094144|HIP 107160|HD 206255|TIC 139842723
TIC 142875660|Gaia DR2 5056511692465250304|HIP 16012|HD 21411
Gaia DR2 3037245604373149824|HIP 38392|TIC 36021583|HD 64114
Gaia DR2 5036553052456200320|TIC 11613065|HD 8326|HIP 6390
Gaia DR2 3552000252294347392|HIP 54373|TIC 410407964
TIC 32001057|Gaia DR2 4666907516760096512|HIP 17515|HD 24085
HIP 71135|Gaia DR2 5897706154359881088|TIC 457695809
Gaia DR2 5068777809824976256|HD 15337|TIC 120896927|HIP 11433
NGTS-4|TIC 143143769|Gaia DR2 2891248292906892032
Gaia DR2 4130539180358512768|TIC 437444661|K2-32
TIC 35019000|Gaia DR2 3600975145895223040|EPIC 201238110
EPIC 201497682|TIC 301610040|Gaia DR2 3810098271767907840
TIC 363444743|Gaia DR2 3817000078053804672|K2-50
EPIC 201841433|Gaia DR2 3909373932553827072|TIC 380583651
K2-168|Gaia DR2 6826271727199243264|TIC 437695245
Gaia DR2 6839540362940861568|EPIC 206024342|TIC 75266189
Gaia DR2 2597400855444243840|TIC 145752628|EPIC 206032309
EPIC 206042996|Gaia DR2 2600942622915012608|TIC 12785571
EPIC 206215704|Gaia DR2 2615281560211505408|TIC 38355468
Gaia DR2 2621545958991110144|EPIC 206317286|TIC 250956593
Gaia DR2 6294955311720593024|TIC 287331845|EPIC 212297394
EPIC 212424622|Gaia DR2 3608139421926380544|TIC 297146115
EPIC 212499991|Gaia DR2 3610090784483619456|TIC 297146957
TIC 771548|Gaia DR2 3616620814104819328|EPIC 212587672
L 98-59|TIC 307210830|Gaia DR2 5271055243163629056
TIC 411697517|Gaia DR2 3393982701757444352|K2-308
Kepler-65|Gaia DR2 2102119176929154304|TIC 121731834
TIC 267263253|HD 2685|Gaia DR2 4684205720883329920
Gaia DR2 522863309964987520|TIC 256419669|Gl 49|HIP 4872
Gaia DR2 2134808963293894912|TIC 27235573|Kepler-851
TOI-150|Gaia DR2 5262709709389254528|TIC 271893367
